Webindex,Title,Tokenized Title,Company,Tokenized Company,Description,Tokenized Description,Category
71820132,Metering Engineer,"['metering', 'engineer']",Marske Site Services,"['marske', 'site', 'services']","My client, a leading oilfield services company have a requirement for a Metering Engineer to join the team in Aberdeen. Locations UK  Aberdeen Function Engineering Base location BridgeView Technical requirements: a track record of working on liquid and gas flow measurement systems and a good working knowledge of their principles of operation capable of preparing recertification, operating and maintenance procedures and supervising their implementation able to monitor and control meter system performance and make technically sound recommendations to offshore and onshore personnel good working knowledge of relevant IP, API, AGA, HM, BS and ISO standards and codes of practice good working knowledge and experience gained in the offshore environment familiar with relevant practices and procedures for the management of supply chains for test equipment and measurement devices experience of making representations at external forums and liaising with third parties on behalf of customers recognised as an Oil and Gas measurement practitioner Minimum Requirements: Degree and experience in measurement or HNC / HND and significant experience in measurement Essentials: high level of numeracy and IT skills excellent interpersonal skills and the ability to communicate at all levels team player offshore survival full driving licence Desirables: willing to travel overseas understanding and awareness of the oil and gas business as a whole and the impact of measurement activity on the business experience with a major oil and gas company","['client', 'leading', 'oilfield', 'services', 'company', 'requirement', 'metering', 'engineer', 'join', 'team', 'aberdeen', 'locations', 'uk', 'aberdeen', 'function', 'engineering', 'base', 'location', 'technical', 'requirements', 'track', 'record', 'working', 'liquid', 'gas', 'flow', 'measurement', 'systems', 'good', 'working', 'knowledge', 'principles', 'operation', 'capable', 'preparing', 'operating', 'maintenance', 'procedures', 'supervising', 'implementation', 'monitor', 'control', 'meter', 'system', 'performance', 'make', 'technically', 'sound', 'recommendations', 'offshore', 'onshore', 'personnel', 'good', 'working', 'knowledge', 'relevant', 'ip', 'api', 'hm', 'bs', 'iso', 'standards', 'codes', 'practice', 'good', 'working', 'knowledge', 'experience', 'gained', 'offshore', 'environment', 'familiar', 'relevant', 'practices', 'procedures', 'management', 'supply', 'chains', 'test', 'equipment', 'measurement', 'devices', 'experience', 'making', 'external', 'forums', 'liaising', 'parties', 'behalf', 'customers', 'recognised', 'oil', 'gas', 'measurement', 'practitioner', 'minimum', 'requirements', 'degree', 'experience', 'measurement', 'hnc', 'hnd', 'significant', 'experience', 'measurement', 'essentials', 'high', 'level', 'numeracy', 'skills', 'excellent', 'interpersonal', 'skills', 'ability', 'communicate', 'levels', 'team', 'player', 'offshore', 'full', 'driving', 'licence', 'travel', 'overseas', 'understanding', 'awareness', 'oil', 'gas', 'business', 'impact', 'measurement', 'activity', 'business', 'experience', 'major', 'oil', 'gas', 'company']",Engineering
72460233,Financial Accountant (Up To 12 Months Fixed Term Maternity Leave Cove,"['financial', 'accountant', 'up', 'to', 'months', 'fixed', 'term', 'maternity', 'leave', 'cove']",Jobsite Jobs,"['jobsite', 'jobs']","The Role Reporting to the Financial Controller, the main responsibilities will include but will not be limited to: Production of Corporation tax returns and Treasury management, Intrastat, EC Sales VAT returns. Statutory financial reporting for group companies to UK GAAP IFRS reporting standards, preparation, reporting and analysis of monthly financial results including consolidation entries via Hyperion in accordance with Divisional Head Office requirements. Preparation of monthly estimates including liaising with site personnel regarding sales and production data, participation in the annual budgeting process. Controlling the SAP general ledger including initial reviewing and following up reconciliations. Interacting with operating personnel in order to understand and add value to the business. Half year and year end reporting requirements for head office to IFRS standards. The Requirements An individual with a recognised accounting qualification with at least ****  5 years experience ideally directly from practice, or a similar role with ****  5 years experience of producing Corporation tax returns. Excellent computer skills in particular Excel, Word and Powerpoint. Knowledge of using SAP and Hyperion systems would be advantageous but is not essential. Selfmotivated and capable of working unsupervised with the ability to meet tight deadlines, enthusiastic team player with strong interpersonal skills and a flexible attitude to work. An excellent communicator with the ability to communicate with people at all levels, strong commitment to continuous improvement, development and safety.","['role', 'reporting', 'financial', 'controller', 'main', 'responsibilities', 'include', 'limited', 'production', 'corporation', 'tax', 'returns', 'treasury', 'management', 'ec', 'sales', 'vat', 'returns', 'statutory', 'financial', 'reporting', 'group', 'companies', 'uk', 'gaap', 'ifrs', 'reporting', 'standards', 'preparation', 'reporting', 'analysis', 'monthly', 'financial', 'results', 'including', 'consolidation', 'entries', 'hyperion', 'accordance', 'divisional', 'head', 'office', 'requirements', 'preparation', 'monthly', 'estimates', 'including', 'liaising', 'site', 'personnel', 'sales', 'production', 'data', 'participation', 'annual', 'budgeting', 'process', 'controlling', 'sap', 'general', 'ledger', 'including', 'initial', 'reviewing', 'reconciliations', 'interacting', 'operating', 'personnel', 'order', 'understand', 'add', 'business', 'half', 'year', 'year', 'end', 'reporting', 'requirements', 'head', 'office', 'ifrs', 'standards', 'requirements', 'individual', 'recognised', 'accounting', 'qualification', 'years', 'experience', 'ideally', 'directly', 'practice', 'similar', 'role', 'years', 'experience', 'producing', 'corporation', 'tax', 'returns', 'excellent', 'computer', 'skills', 'excel', 'word', 'powerpoint', 'knowledge', 'sap', 'hyperion', 'systems', 'advantageous', 'essential', 'selfmotivated', 'capable', 'working', 'unsupervised', 'ability', 'meet', 'tight', 'deadlines', 'enthusiastic', 'team', 'player', 'strong', 'interpersonal', 'skills', 'flexible', 'attitude', 'work', 'excellent', 'communicator', 'ability', 'communicate', 'people', 'levels', 'strong', 'commitment', 'continuous', 'improvement', 'development', 'safety']",Accounting_Finance
68688072,Sales Manager (With Digital Advertising Experience),"['sales', 'manager', 'with', 'digital', 'advertising', 'experience']",SRL Sales,"['srl', 'sales']","Sales Manager (With Digital Advertising Experience) South West (Bristol) ****k  ****k Basic, Bonus  benefits SRL Sales Recruitment are working with a major player within the digital advertising industry. Due to continued growth, they now seek an experienced Sales Manager (With Digital Advertising Experience). To be considered for this career, you will have many years media/advertising sales experience in a Sales Management capacity (With Digital Advertising Experience). For more information on this Sales Management career, send CV to edwardsrlsales.com SKILLS: Sales Manager, Advertising Field Sales, Media Field Sales, Digital Field Sales, Advertising Sales, Media Sales, Online Advertising, Business Development, Sales Management, Digital sales This job was originally posted as www.totaljobs.com/JobSeeking/SalesManagerWithDigitalAdvertisingExperience_job****","['sales', 'manager', 'digital', 'advertising', 'experience', 'south', 'west', 'bristol', 'basic', 'bonus', 'benefits', 'sales', 'recruitment', 'working', 'major', 'player', 'digital', 'advertising', 'industry', 'due', 'continued', 'growth', 'seek', 'experienced', 'sales', 'manager', 'digital', 'advertising', 'experience', 'considered', 'career', 'years', 'media', 'advertising', 'sales', 'experience', 'sales', 'management', 'capacity', 'digital', 'advertising', 'experience', 'information', 'sales', 'management', 'career', 'send', 'cv', 'edwardsrlsales', 'skills', 'sales', 'manager', 'advertising', 'field', 'sales', 'media', 'field', 'sales', 'digital', 'field', 'sales', 'advertising', 'sales', 'media', 'sales', 'online', 'advertising', 'business', 'development', 'sales', 'management', 'digital', 'sales', 'job', 'originally', 'posted', 'www', 'totaljobs', 'jobseeking', 'job']",Sales
72351069,Associate Geotechnical Consultant,"['associate', 'geotechnical', 'consultant']",Penguin Recruitment Ltd,"['penguin', 'recruitment', 'ltd']",Reference: LR/FEB/**** Our client is one of the UK's largest Multi National Multi Disciplinary Engineering Consultancies and is currently seeking to appoint an experienced Associate Geotechnical Consultant to work out of their Glasgow Offices. You shall be responsible for growth & development of the geotechnical design department of their Scotland offices. It is essential that you have a sound understanding of soil mechanics and geotechnical design of earthworks & associated geotechnical structures. You're required to have experience with working with design & build contracts and have previous consultancy experience undertaking project management. Candidates are required to have a first degree in Civil Engineering or Engineering Geology and have further academic qualifications specialising in Geotechnical Engineering. It is expected that you will be at Chartered Engineer status with a recognised professional body and have a minimum of 10 years consultancy. Responsibilities: Delivery of Geotechnical design projects Growth of Geotechnical department Monitor/Mentoring of junior engineers Management of ground risk Reports & design deliverables The role will offer the ideal candidate an excellent opportunity for career progression and in addition you shall receive a very competitive salary and company benefits to match your Geotechnical knowledge and experience. To apply for the role please send your CV to lee.rimellpenguinrecruitment.co.uk or alternatively call Lee Rimell on **** ****,"['reference', 'feb', 'client', ""uk's"", 'largest', 'multi', 'national', 'multi', 'disciplinary', 'engineering', 'consultancies', 'seeking', 'appoint', 'experienced', 'associate', 'geotechnical', 'consultant', 'work', 'glasgow', 'offices', 'responsible', 'growth', 'development', 'geotechnical', 'design', 'department', 'scotland', 'offices', 'essential', 'sound', 'understanding', 'mechanics', 'geotechnical', 'design', 'geotechnical', 'structures', 'required', 'experience', 'working', 'design', 'build', 'contracts', 'previous', 'consultancy', 'experience', 'undertaking', 'project', 'management', 'candidates', 'required', 'degree', 'civil', 'engineering', 'engineering', 'geology', 'academic', 'qualifications', 'specialising', 'geotechnical', 'engineering', 'expected', 'chartered', 'engineer', 'status', 'recognised', 'professional', 'body', 'minimum', 'years', 'consultancy', 'responsibilities', 'delivery', 'geotechnical', 'design', 'projects', 'growth', 'geotechnical', 'department', 'monitor', 'mentoring', 'junior', 'engineers', 'management', 'ground', 'risk', 'reports', 'design', 'deliverables', 'role', 'offer', 'ideal', 'candidate', 'excellent', 'opportunity', 'career', 'progression', 'addition', 'receive', 'competitive', 'salary', 'company', 'benefits', 'match', 'geotechnical', 'knowledge', 'experience', 'apply', 'role', 'send', 'cv', 'lee', 'uk', 'alternatively', 'call', 'lee']",Engineering
62007842,Care Workers  Full Time Part Time,"['care', 'workers', 'full', 'time', 'part', 'time']",Bluebird Care   Guildford and Waverley,"['bluebird', 'care', 'guildford', 'and', 'waverley']","Do you have a caring nature, a serious commitment to work, and a desire to make a real difference to the everyday lives of people who need a helping hand? If so you may be the ideal person to join the Bluebird Care homecare team operating across the Woking, Guildford, and Waverley local district areas. We are a homecare team, working in the community to deliver a high standard of care to people in their own homes. The role is interesting and rewarding and you will be fully supported along the way. We offer comprehensive training and support and good rates of pay working amongst friendly, professional people. This is a role that is equally suitable for those with experience in the care sector or those without any experience but a commitment to make a difference. All age groups will be equally considered (over ****). You must have your own vehicle. Areas where care workers are needed include Guildford, Woking, Farnham, Godalming, Haslemere, Horsley, West Byfleet. To submit your CV or for more information please click on the apply button below","['caring', 'nature', 'commitment', 'work', 'desire', 'make', 'real', 'difference', 'everyday', 'lives', 'people', 'helping', 'hand', 'ideal', 'person', 'join', 'bluebird', 'care', 'homecare', 'team', 'operating', 'woking', 'guildford', 'local', 'district', 'areas', 'homecare', 'team', 'working', 'community', 'deliver', 'high', 'standard', 'care', 'people', 'homes', 'role', 'interesting', 'rewarding', 'fully', 'supported', 'offer', 'comprehensive', 'training', 'support', 'good', 'rates', 'pay', 'working', 'friendly', 'professional', 'people', 'role', 'equally', 'suitable', 'experience', 'care', 'sector', 'experience', 'commitment', 'make', 'difference', 'age', 'groups', 'equally', 'considered', 'vehicle', 'areas', 'care', 'workers', 'needed', 'include', 'guildford', 'woking', 'haslemere', 'west', 'submit', 'cv', 'information', 'click', 'apply', 'button']",Healthcare_Nursing
68591444,TIG Welder,"['tig', 'welder']",Resourcing Solutions Ltd,"['resourcing', 'solutions', 'ltd']","Resourcing Solutions currently require a Bristolbased TIG welder to work on stainless steel pipe and plate with the materials ranging ****  ****mm in thickness. To be considered for the role, you would have welded to a coded standard, be capable of MIG welding and have experience of industrial work. You will be expected to work **** hour days and in return receive a competitive rate of up ****p/h (ltd company). For further information please call Jason Walkington on **** 94**** **** or apply online.","['resourcing', 'solutions', 'require', 'tig', 'welder', 'work', 'stainless', 'steel', 'pipe', 'plate', 'materials', 'ranging', 'mm', 'considered', 'role', 'coded', 'standard', 'capable', 'mig', 'welding', 'experience', 'industrial', 'work', 'expected', 'work', 'hour', 'days', 'return', 'receive', 'competitive', 'rate', 'company', 'information', 'call', 'jason', 'apply', 'online']",Engineering
71361732,Sales/Associate Director  ****  ****  Equity  Car  B,"['sales', 'associate', 'director', 'equity', 'car', 'b']",UKStaffsearch,['ukstaffsearch'],"Sales/Associate Director  ****  ****  Equity  Car  Bonus  Pension North Wales Unique opportunity to join an established commercial brokerage offering an existing book of business, equity and a realistic progression plan to branch management. The Role Our client is looking to appoint an experienced broking professional who can ultimately take full responsibility for managing the branch performance. The role will see the successful applicant take a key role within the business, focussing on the management of key accounts as well as driving commercial growth in line with personal targets and through mentoring staff and marketing initiatives/strategy. You will also work closely with the existing manager on a structured progression plan to inherit full management responsibility (staff, P L, development and market strategy, etc.) within a realistic timeframe. The Company Our client is an established commercial brokerage with a strong presence throughout North Wales/Staffordshire/Cheshire. They have an experienced team of knowledgeable professionals and a loyal client base. They focus on winning and subsequently retaining sustainable, cross class commercial business and are able to offer solid advice as well as strong products and rates via an impressive panel of insurers. The Successful Applicant The successful applicant will be an individual who can demonstrate a track record of business development within the commercial insurance market  you will be able to demonstrate a solid understanding of commercial risks and also a high degree of commercial acumen. Experience of managing staff and/or a P L would be advantageous as would industry qualifications although these are not essential. Package The package on offer is negotiable dependant on experience and ability, but a basic salary guide should be c****k****k. There will also be the opportunity to secure equity and an attractive suite of benefits. Please visit (url removed) for further opportunities. Foot Note: If your application is successful we will contact you to discuss the opportunity in more detail within **** hours of receiving your application. If your application is unsuccessful, the information supplied may still be retained for use in connection with future vacancies. Due to the overwhelming application response we receive through various sources, should you not hear from us within one week then please assume your application has been unsuccessful.","['sales', 'associate', 'director', 'equity', 'car', 'bonus', 'pension', 'north', 'wales', 'unique', 'opportunity', 'join', 'established', 'commercial', 'brokerage', 'offering', 'existing', 'book', 'business', 'equity', 'realistic', 'progression', 'plan', 'branch', 'management', 'role', 'client', 'appoint', 'experienced', 'broking', 'professional', 'ultimately', 'full', 'responsibility', 'managing', 'branch', 'performance', 'role', 'successful', 'applicant', 'key', 'role', 'business', 'focussing', 'management', 'key', 'accounts', 'driving', 'commercial', 'growth', 'line', 'personal', 'targets', 'mentoring', 'staff', 'marketing', 'initiatives', 'strategy', 'work', 'closely', 'existing', 'manager', 'structured', 'progression', 'plan', 'inherit', 'full', 'management', 'responsibility', 'staff', 'development', 'market', 'strategy', 'realistic', 'timeframe', 'company', 'client', 'established', 'commercial', 'brokerage', 'strong', 'presence', 'north', 'wales', 'staffordshire', 'cheshire', 'experienced', 'team', 'knowledgeable', 'professionals', 'loyal', 'client', 'base', 'focus', 'winning', 'subsequently', 'retaining', 'sustainable', 'cross', 'class', 'commercial', 'business', 'offer', 'solid', 'advice', 'strong', 'products', 'rates', 'impressive', 'panel', 'insurers', 'successful', 'applicant', 'successful', 'applicant', 'individual', 'demonstrate', 'track', 'record', 'business', 'development', 'commercial', 'insurance', 'market', 'demonstrate', 'solid', 'understanding', 'commercial', 'risks', 'high', 'degree', 'commercial', 'acumen', 'experience', 'managing', 'staff', 'advantageous', 'industry', 'qualifications', 'essential', 'package', 'package', 'offer', 'negotiable', 'dependant', 'experience', 'ability', 'basic', 'salary', 'guide', 'opportunity', 'secure', 'equity', 'attractive', 'suite', 'benefits', 'visit', 'url', 'removed', 'opportunities', 'foot', 'note', 'application', 'successful', 'contact', 'discuss', 'opportunity', 'detail', 'hours', 'receiving', 'application', 'application', 'unsuccessful', 'information', 'supplied', 'retained', 'connection', 'future', 'vacancies', 'due', 'overwhelming', 'application', 'response', 'receive', 'sources', 'hear', 'week', 'assume', 'application', 'unsuccessful']",Accounting_Finance
71903625,"Graduate PA, Financial Services  London","['graduate', 'pa', 'financial', 'services', 'london']",Coast Specialist Recruitment,"['coast', 'specialist', 'recruitment']","My client, a boutique Financial Services firm seeks a Graduate PA to join the group to support the Managing Director and his team. nbsp; The role requires the successful candidate to be able to work well under pressure and use their own initiative with excellent communication skills. nbsp; Main Responsibilities:  Manage an ever changing and complex diary  Arrange all travel arrangements including accommodation, flights and taxis  Act as a gatekeeper to all email and telephone calls  Processing expenses  Scheduling meetings internally and externally  Produce reports and agendas for the Director  Preparation of KYC Forms for each new client nbsp; Candidates must have previous financial services experience and be educated to a degree level. Audio typing experience would be beneficial and touch type at ****wpm. nbsp; nbsp;","['client', 'boutique', 'financial', 'services', 'firm', 'seeks', 'graduate', 'pa', 'join', 'group', 'support', 'managing', 'director', 'team', 'nbsp', 'role', 'requires', 'successful', 'candidate', 'work', 'pressure', 'initiative', 'excellent', 'communication', 'skills', 'nbsp', 'main', 'responsibilities', 'manage', 'changing', 'complex', 'diary', 'arrange', 'travel', 'arrangements', 'including', 'accommodation', 'flights', 'act', 'email', 'telephone', 'calls', 'processing', 'expenses', 'scheduling', 'meetings', 'internally', 'externally', 'produce', 'reports', 'director', 'preparation', 'forms', 'client', 'nbsp', 'candidates', 'previous', 'financial', 'services', 'experience', 'educated', 'degree', 'level', 'audio', 'typing', 'experience', 'beneficial', 'touch', 'type', 'nbsp', 'nbsp']",Accounting_Finance
72338560,Commercial Adjusting Executive,"['commercial', 'adjusting', 'executive']",Exchange Street Executive Search,"['exchange', 'street', 'executive', 'search']","Our client is seeking a Commercial Adjusting Executive to work out of their London office and operate throughout the London / South East regions as required, handling a portfolio of commercial (material damage / business interruption) claims without financial restriction on a cradle to grave basis and networking / developing clients in the London / Lloyds market. There will be a prospective share offering for the right candidate. We are ideally looking for an Adjuster with a minimum of 5 years commercial adjusting experience; someone with ambition who to work alongside the Executive Team in a DirectorShareholder capacity. You will be AFCILA qualified and known in the market for your work. Applicants should forward their CV to Martin Porthouse at Exchange Street Manchester office  (Apply online only) Ext **** / (url removed); Job Ref: MPO **** For all other vacancies, take a look at our website  (url removed)","['client', 'seeking', 'commercial', 'adjusting', 'executive', 'work', 'london', 'office', 'operate', 'london', 'south', 'east', 'regions', 'required', 'handling', 'portfolio', 'commercial', 'material', 'damage', 'business', 'claims', 'financial', 'restriction', 'basis', 'networking', 'developing', 'clients', 'london', 'market', 'prospective', 'share', 'offering', 'candidate', 'ideally', 'adjuster', 'minimum', 'years', 'commercial', 'adjusting', 'experience', 'ambition', 'work', 'alongside', 'executive', 'team', 'capacity', 'qualified', 'market', 'work', 'applicants', 'forward', 'cv', 'exchange', 'street', 'manchester', 'office', 'apply', 'online', 'ext', 'url', 'removed', 'job', 'ref', 'vacancies', 'website', 'url', 'removed']",Accounting_Finance
68347634,Digital Media Sales Graduate,"['digital', 'media', 'sales', 'graduate']",Jobsite Jobs,"['jobsite', 'jobs']","Sector: Internet Marketing Solutions Location: South West Salary: **** Basic Salary plus OTE **** plus company car  Multi Million pound turnover  Market leader in marketing solutions  Fantastic training opportunity  Face to Face client visits  Full sales academy training Role: As a graduate sales executive you will be responsible for promoting the company s extensive range of internet marketing solutions into independent SME s. After full sales training you will be responsible for prospecting for your own accounts that you can then maintain and develop. You will take full responsibility for your own diary, making and managing face to face appointments, promoting the range of services and negotiating the contracts. You will be required to make at least **** face to face appointments per week and spend one day in the office per week. As a business development manager you will be solely responsible for your own territory and full account base. This is a fantastic opportunity for a strong calibre graduate to gain commercial exposure and responsibility. The Company: This market leader of internet marketing and social media solutions is now seeking a strong calibre graduate to join their team as a graduate sales executive. Responsibilities will include:  Face to face client visits  Full account and territory management  Prospecting for new clients  Contract negotiation The Package for this Graduate Sales role:  **** basic salary plus OTE ****  Company Car  Mobile  Laptop  Healthcare and Pension  20 days holiday","['sector', 'internet', 'marketing', 'solutions', 'location', 'south', 'west', 'salary', 'basic', 'salary', 'ote', 'company', 'car', 'multi', 'million', 'pound', 'turnover', 'market', 'leader', 'marketing', 'solutions', 'fantastic', 'training', 'opportunity', 'face', 'face', 'client', 'visits', 'full', 'sales', 'academy', 'training', 'role', 'graduate', 'sales', 'executive', 'responsible', 'promoting', 'company', 'extensive', 'range', 'internet', 'marketing', 'solutions', 'independent', 'sme', 'full', 'sales', 'training', 'responsible', 'prospecting', 'accounts', 'maintain', 'develop', 'full', 'responsibility', 'diary', 'making', 'managing', 'face', 'face', 'appointments', 'promoting', 'range', 'services', 'negotiating', 'contracts', 'required', 'make', 'face', 'face', 'appointments', 'week', 'spend', 'day', 'office', 'week', 'business', 'development', 'manager', 'solely', 'responsible', 'territory', 'full', 'account', 'base', 'fantastic', 'opportunity', 'strong', 'calibre', 'graduate', 'gain', 'commercial', 'exposure', 'responsibility', 'company', 'market', 'leader', 'internet', 'marketing', 'social', 'media', 'solutions', 'seeking', 'strong', 'calibre', 'graduate', 'join', 'team', 'graduate', 'sales', 'executive', 'responsibilities', 'include', 'face', 'face', 'client', 'visits', 'full', 'account', 'territory', 'management', 'prospecting', 'clients', 'contract', 'negotiation', 'package', 'graduate', 'sales', 'role', 'basic', 'salary', 'ote', 'company', 'car', 'mobile', 'laptop', 'healthcare', 'pension', 'days', 'holiday']",Sales
71443726,Sales Support Administrator Jobs In Scotland,"['sales', 'support', 'administrator', 'jobs', 'in', 'scotland']",Eden Scott,"['eden', 'scott']","Eden Scott is working with a highly regarded IFA business who is seeking an experienced sales support administrator for their busy Aberdeen office. This well respected organisation has an excellent reputation for providing top quality financial planning advice. They are committed to providing career progression opportunities and will support you in achieving further industry qualifications. As sales support administrator you will provide the full range of administrative assistance to a team of IFA including processing new business, servicing existing business, liaising with management, IFAs, product providers and clients, dealing with commission payments, general administrative duties. You will be a confident communicator who is comfortable communicating with people at all levels as you will be required to liaise with internal and external scheme members, trustees and other stakeholders. Applicants must have previous sales support experience preferably within and IFA office. On offer is excellent salary of ******** For further information please send a CV to carly.mackenzieedenscott.com or call **** **** ****","['eden', 'scott', 'working', 'highly', 'regarded', 'ifa', 'business', 'seeking', 'experienced', 'sales', 'support', 'administrator', 'busy', 'aberdeen', 'office', 'respected', 'organisation', 'excellent', 'reputation', 'providing', 'top', 'quality', 'financial', 'planning', 'advice', 'committed', 'providing', 'career', 'progression', 'opportunities', 'support', 'achieving', 'industry', 'qualifications', 'sales', 'support', 'administrator', 'provide', 'full', 'range', 'administrative', 'assistance', 'team', 'ifa', 'including', 'processing', 'business', 'servicing', 'existing', 'business', 'liaising', 'management', 'ifas', 'product', 'providers', 'clients', 'dealing', 'commission', 'payments', 'general', 'administrative', 'duties', 'confident', 'communicator', 'comfortable', 'communicating', 'people', 'levels', 'required', 'liaise', 'internal', 'external', 'scheme', 'members', 'trustees', 'stakeholders', 'applicants', 'previous', 'sales', 'support', 'experience', 'preferably', 'ifa', 'office', 'offer', 'excellent', 'salary', 'information', 'send', 'cv', 'call']",Accounting_Finance
72444214,Electrical Design Engineer  Engineering Consultancy,"['electrical', 'design', 'engineer', 'engineering', 'consultancy']",Girling Jones,"['girling', 'jones']","An awardwinning firm of international consulting engineers specialising in mechanical, electrical and environmental engineering are looking to hire two electrical design engineers to join their busy south west team. Working within a dedicated and skilled team you will be undertaking detailed engineering designs on high profile projects under the guidance of senior colleagues. The role will involve working closely with clients, architects as well as other divisions and engineers within the company. Job Role: Working independently, undertake calculations and lead designs Undertake the role of Job Leader Take a project through from scheme to completion Work competently on an independent basis, as well as collaborating within the design team and lead the MEP project team Communicate directly with clients Prepare technical and financial proposals for new work Manage workload of Project Discipline Engineers and Technicians Prepare and take responsibility for concept and preliminary engineering solutions for detail design Prepare technical specifications Monitor financial performance of jobs Set up and manage job/project administrative systems, including planning and monitoring job resourcing/expenditure Ensure senior staff are kept informed of important and relevant service/design decisions and the objectives of the client are achieved We are looking for applicants with the following skills and attributes: Degree qualified with a BEng, MEng or equivalent Chartered or Incorporated Engineer, or clear evidence of working towards chartership or equivalent. Considerable experience on a variety of large, complex and international projects Experience of AutoCAD, Amtech and Dialux is essential Experience of Revit MEP is desirable This job was originally posted as www.totaljobs.com/JobSeeking/ElectricalDesignEngineerEngineeringConsultancy_job****","['awardwinning', 'firm', 'international', 'consulting', 'engineers', 'specialising', 'mechanical', 'electrical', 'environmental', 'engineering', 'hire', 'electrical', 'design', 'engineers', 'join', 'busy', 'south', 'west', 'team', 'working', 'dedicated', 'skilled', 'team', 'undertaking', 'detailed', 'engineering', 'designs', 'high', 'profile', 'projects', 'guidance', 'senior', 'colleagues', 'role', 'involve', 'working', 'closely', 'clients', 'architects', 'divisions', 'engineers', 'company', 'job', 'role', 'working', 'independently', 'undertake', 'calculations', 'lead', 'designs', 'undertake', 'role', 'job', 'leader', 'project', 'scheme', 'completion', 'work', 'competently', 'independent', 'basis', 'collaborating', 'design', 'team', 'lead', 'mep', 'project', 'team', 'communicate', 'directly', 'clients', 'prepare', 'technical', 'financial', 'proposals', 'work', 'manage', 'workload', 'project', 'discipline', 'engineers', 'technicians', 'prepare', 'responsibility', 'concept', 'preliminary', 'engineering', 'solutions', 'detail', 'design', 'prepare', 'technical', 'specifications', 'monitor', 'financial', 'performance', 'jobs', 'set', 'manage', 'job', 'project', 'administrative', 'systems', 'including', 'planning', 'monitoring', 'job', 'resourcing', 'expenditure', 'ensure', 'senior', 'staff', 'informed', 'important', 'relevant', 'service', 'design', 'decisions', 'objectives', 'client', 'achieved', 'applicants', 'skills', 'attributes', 'degree', 'qualified', 'beng', 'meng', 'equivalent', 'chartered', 'incorporated', 'engineer', 'clear', 'evidence', 'working', 'chartership', 'equivalent', 'considerable', 'experience', 'variety', 'large', 'complex', 'international', 'projects', 'experience', 'autocad', 'essential', 'experience', 'mep', 'desirable', 'job', 'originally', 'posted', 'www', 'totaljobs', 'jobseeking', 'job']",Engineering
72241686,Registered General Nurse,"['registered', 'general', 'nurse']",Imiris,['imiris'],"Registered General Nurse  Days Stockport **** per hour Full or part time hours available This 24 bed nursing home for older people is currently recruiting for a Registered General Nurse to join its nursing team. The home is based in central Stockport As Registered General Nurse, you will lead a care team and assist the management team in the delivery of person centred care. The home is on the Gold Standards Framework and follows the Liverpool Care Pathway. Key duties will include care planning, administering medication and adhering to the standards set by the company and CQC. You will be RGN qualified with an active NMC pin. You will ideally have previous care home and end of life care experience. The hourly rate for this role is **** per hour, and there are full and part time hours available The home is in central Stockport on the main route to Manchester, so the public transport is excellent. This job was originally posted as www.totaljobs.com/JobSeeking/RegisteredGeneralNurse_job****","['registered', 'general', 'nurse', 'days', 'stockport', 'hour', 'full', 'part', 'time', 'hours', 'bed', 'nursing', 'home', 'older', 'people', 'recruiting', 'registered', 'general', 'nurse', 'join', 'nursing', 'team', 'home', 'based', 'central', 'stockport', 'registered', 'general', 'nurse', 'lead', 'care', 'team', 'assist', 'management', 'team', 'delivery', 'person', 'centred', 'care', 'home', 'gold', 'standards', 'framework', 'liverpool', 'care', 'pathway', 'key', 'duties', 'include', 'care', 'planning', 'administering', 'medication', 'adhering', 'standards', 'set', 'company', 'cqc', 'rgn', 'qualified', 'active', 'nmc', 'pin', 'ideally', 'previous', 'care', 'home', 'end', 'life', 'care', 'experience', 'hourly', 'rate', 'role', 'hour', 'full', 'part', 'time', 'hours', 'home', 'central', 'stockport', 'main', 'route', 'manchester', 'public', 'transport', 'excellent', 'job', 'originally', 'posted', 'www', 'totaljobs', 'jobseeking', 'job']",Healthcare_Nursing
